feature,VIF
lag1_비중,36.98558472296654
lag1,34.37098523554469
lag4,33.70440991120668
물가상승률,21.002056939780854
물가_x_lag1비중,20.918117212905912
lag4_비중,20.661479626857222
성장률,1.2227995197404256
month_cos,1.1771354142818355
month_sin,1.0014275714064977
log_당월_매출_금액,0.08137346251440053
