모델,RMSE_mean,RMSE_std,R2_mean,R2_std
Baseline,0.005448235171991532,0.0003576185141552285,0.03322045749472887,0.042091609006113216
Full_LR,0.006203479802593839,0.00137406828586418,-0.26205090585979196,0.41658240399186963
